country-year,country,year,suicides_no,population,suicides/100k pop,year_gdp,gdp_per_capita
Romania2010,Romania,2010,2766,20348649,150.04000000000002,167000000000.0,8190.0
Romania2011,Romania,2011,2536,20291701,138.78,184000000000.0,9090.0
Romania2012,Romania,2012,2495,19041594,142.03,172000000000.0,9020.0
Romania2013,Romania,2013,2407,19003345,137.99,192000000000.0,10100.0
Romania2014,Romania,2014,2209,18952235,131.02999999999997,199000000000.0,10500.0
Romania2015,Romania,2015,2228,18863927,133.54999999999998,178000000000.0,9430.0
Romania2016,Romania,2016,1953,16644905,116.33000000000001,188000000000.0,10000.0
Russian Federation1989,Russian Federation,1989,37921,135443800,398.82,507000000000.0,3740.0
Russian Federation1990,Russian Federation,1990,39028,136398200,399.17,517000000000.0,3790.0
Russian Federation1991,Russian Federation,1991,39281,137283000,396.3999999999999,518000000000.0,3770.0
Russian Federation1992,Russian Federation,1992,45923,138118900,437.47999999999996,460000000000.0,3330.0
Russian Federation1993,Russian Federation,1993,55846,137692800,522.0600000000001,435000000000.0,3160.0
Russian Federation1994,Russian Federation,1994,61420,138476200,567.64,395000000000.0,2850.0
Russian Federation1995,Russian Federation,1995,60548,139087100,547.38,396000000000.0,2840.0
Russian Federation1996,Russian Federation,1996,57511,139272600,526.2800000000001,392000000000.0,2810.0
Russian Federation1997,Russian Federation,1997,54746,139283200,508.09,405000000000.0,2910.0
Russian Federation1998,Russian Federation,1998,51518,139122100,474.73999999999995,271000000000.0,1950.0
Russian Federation1999,Russian Federation,1999,56974,138717800,510.13,196000000000.0,1410.0
Russian Federation2000,Russian Federation,2000,56619,138205695,504.46999999999997,260000000000.0,1880.0
Russian Federation2001,Russian Federation,2001,56958,137521509,504.65000000000003,307000000000.0,2230.0
Russian Federation2002,Russian Federation,2002,55024,136590900,488.54999999999995,345000000000.0,2530.0
Russian Federation2003,Russian Federation,2003,51445,137019868,468.9100000000001,430000000000.0,3140.0
Russian Federation2004,Russian Federation,2004,49096,137071699,447.61,591000000000.0,4310.0
Russian Federation2005,Russian Federation,2005,45802,136162191,420.3399999999999,764000000000.0,5610.0
Russian Federation2006,Russian Federation,2006,42614,135357462,401.31,990000000000.0,7310.0
Russian Federation2007,Russian Federation,2007,41149,134778964,386.99000000000007,1300000000000.0,9640.0
Russian Federation2008,Russian Federation,2008,38211,134385949,366.8,1660000000000.0,12400.0
Russian Federation2009,Russian Federation,2009,37408,134085433,352.8,1220000000000.0,9120.0
Russian Federation2010,Russian Federation,2010,33356,134865987,319.21,1520000000000.0,11300.0
Russian Federation2011,Russian Federation,2011,31038,134745874,299.68,2050000000000.0,15200.0
Russian Federation2012,Russian Federation,2012,29643,134668522,285.51000000000005,2210000000000.0,16400.0
Russian Federation2013,Russian Federation,2013,28690,134713962,273.96999999999997,2300000000000.0,17100.0
Russian Federation2014,Russian Federation,2014,26541,134713962,259.21999999999997,2060000000000.0,15300.0
Russian Federation2015,Russian Federation,2015,25432,137018943,236.91999999999996,1370000000000.0,9990.0
Saint Kitts and Nevis1990,Saint Kitts and Nevis,1990,0,39100,0.0,209000000.0,5339.0
Saint Kitts and Nevis1991,Saint Kitts and Nevis,1991,0,39100,0.0,210000000.0,5368.0
Saint Kitts and Nevis1992,Saint Kitts and Nevis,1992,0,39100,0.0,229000000.0,5868.0
Saint Lucia1986,Saint Lucia,1986,5,110000,59.95,290000000.0,2634.0
Saint Lucia1987,Saint Lucia,1987,11,111300,141.42000000000002,320000000.0,2875.0
Saint Lucia1988,Saint Lucia,1988,10,113000,182.20999999999995,367000000.0,3244.0
Saint Lucia1989,Saint Lucia,1989,8,118566,88.91000000000001,416000000.0,3505.0
Saint Lucia1990,Saint Lucia,1990,3,120537,26.919999999999998,484000000.0,4015.0
Saint Lucia1991,Saint Lucia,1991,6,122496,104.09,514000000.0,4194.0
Saint Lucia1992,Saint Lucia,1992,11,124223,98.11,567000000.0,4564.0
Saint Lucia1993,Saint Lucia,1993,8,125846,75.28,575000000.0,4568.0
Saint Lucia1994,Saint Lucia,1994,6,127557,45.8,600000000.0,4704.0
Saint Lucia1995,Saint Lucia,1995,10,129466,81.71000000000001,640000000.0,4947.0
Saint Lucia1996,Saint Lucia,1996,7,131621,61.03000000000001,662000000.0,5031.0
Saint Lucia1997,Saint Lucia,1997,9,133967,117.53999999999999,677000000.0,5053.0
Saint Lucia1998,Saint Lucia,1998,8,136400,119.03,738000000.0,5407.0
Saint Lucia1999,Saint Lucia,1999,8,138813,74.94,776000000.0,5590.0
Saint Lucia2000,Saint Lucia,2000,14,141100,197.85999999999999,784000000.0,5557.0
Saint Lucia2001,Saint Lucia,2001,7,143166,59.08,744000000.0,5195.0
Saint Lucia2002,Saint Lucia,2002,12,145168,187.52000000000004,748000000.0,5155.0
Saint Lucia2003,Saint Lucia,2003,10,147127,133.26000000000002,824000000.0,5599.0
Saint Lucia2004,Saint Lucia,2004,8,149121,66.17,893000000.0,5989.0
Saint Lucia2005,Saint Lucia,2005,4,151169,24.82,951000000.0,6292.0
Saint Lucia2006,Saint Lucia,2006,2,153460,17.83,1130000000.0,7391.0
Saint Lucia2008,Saint Lucia,2008,0,157876,0.0,1280000000.0,8122.0
Saint Lucia2009,Saint Lucia,2009,13,159820,82.32,1260000000.0,7902.0
Saint Lucia2010,Saint Lucia,2010,4,161503,30.31,1380000000.0,8557.0
Saint Lucia2011,Saint Lucia,2011,8,162892,53.32,1440000000.0,8826.0
Saint Lucia2012,Saint Lucia,2012,10,163940,85.03,1440000000.0,8764.0
Saint Lucia2013,Saint Lucia,2013,14,164790,114.10000000000002,1490000000.0,9041.0
Saint Lucia2014,Saint Lucia,2014,14,165596,91.56,1550000000.0,9372.0
Saint Vincent and Grenadines1985,Saint Vincent and Grenadines,1985,2,89800,32.79,146000000.0,1622.0
Saint Vincent and Grenadines1986,Saint Vincent and Grenadines,1986,0,90800,0.0,161000000.0,1771.0
Saint Vincent and Grenadines1987,Saint Vincent and Grenadines,1987,0,92036,0.0,176000000.0,1908.0
Saint Vincent and Grenadines1990,Saint Vincent and Grenadines,1990,5,94141,72.06,240000000.0,2553.0
Saint Vincent and Grenadines1995,Saint Vincent and Grenadines,1995,7,95974,85.41,316000000.0,3293.0
Saint Vincent and Grenadines1996,Saint Vincent and Grenadines,1996,8,96095,85.06,331000000.0,3450.0
Saint Vincent and Grenadines1997,Saint Vincent and Grenadines,1997,3,96255,30.019999999999996,348000000.0,3613.0
Saint Vincent and Grenadines1998,Saint Vincent and Grenadines,1998,10,96449,194.42000000000002,374000000.0,3874.0
Saint Vincent and Grenadines1999,Saint Vincent and Grenadines,1999,6,96685,65.80000000000001,391000000.0,4041.0
Saint Vincent and Grenadines2000,Saint Vincent and Grenadines,2000,5,96956,44.11,396000000.0,4087.0
Saint Vincent and Grenadines2001,Saint Vincent and Grenadines,2001,8,97341,160.66000000000003,430000000.0,4418.0
Saint Vincent and Grenadines2002,Saint Vincent and Grenadines,2002,7,97799,202.92999999999998,462000000.0,4723.0
Saint Vincent and Grenadines2003,Saint Vincent and Grenadines,2003,4,98292,50.91,482000000.0,4902.0
Saint Vincent and Grenadines2004,Saint Vincent and Grenadines,2004,4,98740,46.459999999999994,522000000.0,5286.0
Saint Vincent and Grenadines2005,Saint Vincent and Grenadines,2005,8,99118,72.11,551000000.0,5556.0
Saint Vincent and Grenadines2006,Saint Vincent and Grenadines,2006,6,99463,122.06999999999998,611000000.0,6142.0
Saint Vincent and Grenadines2007,Saint Vincent and Grenadines,2007,11,99689,102.39,652000000.0,6539.0
Saint Vincent and Grenadines2008,Saint Vincent and Grenadines,2008,4,99826,40.28999999999999,695000000.0,6966.0
Saint Vincent and Grenadines2009,Saint Vincent and Grenadines,2009,1,99927,11.18,675000000.0,6754.0
Saint Vincent and Grenadines2010,Saint Vincent and Grenadines,2010,5,100050,54.83,681000000.0,6809.0
Saint Vincent and Grenadines2011,Saint Vincent and Grenadines,2011,5,100037,46.980000000000004,676000000.0,6759.0
Saint Vincent and Grenadines2012,Saint Vincent and Grenadines,2012,10,100167,97.29,693000000.0,6918.0
Saint Vincent and Grenadines2013,Saint Vincent and Grenadines,2013,0,100398,0.0,721000000.0,7183.0
Saint Vincent and Grenadines2014,Saint Vincent and Grenadines,2014,2,100676,80.78,725000000.0,7203.0
Saint Vincent and Grenadines2015,Saint Vincent and Grenadines,2015,3,100948,28.080000000000002,757000000.0,7496.0
San Marino1999,San Marino,1999,2,25192,64.35000000000001,1220000000.0,48255.0
San Marino2000,San Marino,2000,1,25369,47.26,1100000000.0,43435.0
San Marino2005,San Marino,2005,1,28264,34.01,1960000000.0,69301.0
Serbia1998,Serbia,1998,1460,7179002,307.05,18300000000.0,2547.0
Serbia1999,Serbia,1999,1571,7162831,344.72999999999996,18400000000.0,2570.0
Serbia2000,Serbia,2000,1543,7149140,324.16,6540000000.0,915.0
Serbia2001,Serbia,2001,1442,7142410,297.0,12300000000.0,1718.0
Serbia2002,Serbia,2002,1446,7138113,295.91,16100000000.0,2258.0
Serbia2003,Serbia,2003,1378,7111975,271.27,21200000000.0,2979.0
Serbia2004,Serbia,2004,1345,7086364,262.50999999999993,24900000000.0,3508.0
Serbia2005,Serbia,2005,1437,7058982,286.31999999999994,26300000000.0,3719.0
Serbia2006,Serbia,2006,1443,7031811,286.06999999999994,30600000000.0,4353.0
Serbia2007,Serbia,2007,1353,7009610,258.45,40300000000.0,5748.0
Serbia2008,Serbia,2008,1289,6988532,242.60999999999999,49300000000.0,7049.0
Serbia2009,Serbia,2009,1373,6968240,258.43000000000006,42600000000.0,6116.0
Serbia2010,Serbia,2010,1207,6944871,234.48000000000002,39500000000.0,5682.0
Serbia2011,Serbia,2011,1256,6900027,243.45,46500000000.0,6734.0
Serbia2012,Serbia,2012,1243,6867174,234.53,40700000000.0,5933.0
Serbia2013,Serbia,2013,1197,6832840,217.73,45500000000.0,6662.0
Serbia2014,Serbia,2014,1134,6801810,216.78,44200000000.0,6500.0
Serbia2015,Serbia,2015,1062,6766406,205.97,37200000000.0,5492.0
Seychelles1985,Seychelles,1985,8,57300,156.18000000000004,169000000.0,2947.0
Seychelles1986,Seychelles,1986,1,57400,23.26,208000000.0,3621.0
Seychelles1987,Seychelles,1987,3,58300,60.72,249000000.0,4276.0
Seychelles2001,Seychelles,2001,6,75363,87.57000000000001,622000000.0,8257.0
Seychelles2002,Seychelles,2002,5,76904,154.12,698000000.0,9070.0
Seychelles2003,Seychelles,2003,8,78402,100.0,706000000.0,9001.0
Seychelles2004,Seychelles,2004,6,79735,63.27000000000001,839000000.0,10526.0
Seychelles2005,Seychelles,2005,5,80900,71.5,919000000.0,11361.0
Seychelles2006,Seychelles,2006,8,81691,275.75,1020000000.0,12442.0
Seychelles2007,Seychelles,2007,6,82331,147.64,1030000000.0,12554.0
Seychelles2008,Seychelles,2008,4,82900,39.07,967000000.0,11667.0
Seychelles2009,Seychelles,2009,4,83429,43.81,847000000.0,10157.0
Seychelles2010,Seychelles,2010,6,83885,51.989999999999995,970000000.0,11563.0
Seychelles2011,Seychelles,2011,5,80717,51.34,1070000000.0,13204.0
Seychelles2012,Seychelles,2012,3,81224,33.5,1060000000.0,13044.0
Seychelles2013,Seychelles,2013,9,82541,131.4,1330000000.0,16090.0
Seychelles2014,Seychelles,2014,4,83845,43.33,1340000000.0,16018.0
Seychelles2015,Seychelles,2015,7,85949,81.25,1380000000.0,16005.0
Singapore1985,Singapore,1985,324,2350500,353.36000000000007,19100000000.0,8142.0
Singapore1986,Singapore,1986,326,2379300,324.61,18600000000.0,7805.0
Singapore1987,Singapore,1987,301,2407800,273.56,20900000000.0,8679.0
Singapore1988,Singapore,1988,366,2393400,360.19,25300000000.0,10586.0
Singapore1989,Singapore,1989,394,2431100,354.11,30400000000.0,12514.0
Singapore1990,Singapore,1990,354,2511800,272.03,36200000000.0,14393.0
Singapore1991,Singapore,1991,296,2559300,229.38,45500000000.0,17768.0
Singapore1992,Singapore,1992,277,2604000,205.42,52200000000.0,20029.0
Singapore1993,Singapore,1993,270,2655800,235.14000000000004,60600000000.0,22835.0
Singapore1994,Singapore,1994,316,2712200,246.85000000000005,73800000000.0,27202.0
Singapore1995,Singapore,1995,364,2765300,282.76,87900000000.0,31783.0
Singapore1996,Singapore,1996,239,2823100,208.93999999999997,96400000000.0,34148.0
Singapore1997,Singapore,1997,303,2880000,206.64999999999998,100000000000.0,34800.0
Singapore1998,Singapore,1998,328,2940200,215.35999999999999,85700000000.0,29150.0
Singapore1999,Singapore,1999,277,2997100,166.45000000000005,86300000000.0,28789.0
Singapore2000,Singapore,2000,309,3047600,164.33999999999997,95800000000.0,31446.0
Singapore2001,Singapore,2001,305,3103000,167.80000000000004,89300000000.0,28774.0
Singapore2002,Singapore,2002,321,3165200,172.39000000000001,91900000000.0,29048.0
Singapore2003,Singapore,2003,320,3226200,172.73999999999998,97000000000.0,30067.0
Singapore2004,Singapore,2004,335,3281400,167.47999999999996,114000000000.0,34800.0
Singapore2005,Singapore,2005,359,3342400,180.33,127000000000.0,38100.0
Singapore2006,Singapore,2006,372,3411900,148.74999999999997,148000000000.0,43300.0
Singapore2007,Singapore,2007,328,3389600,165.76000000000002,180000000000.0,53100.0
Singapore2008,Singapore,2008,319,3448900,150.25,192000000000.0,55700.0
Singapore2009,Singapore,2009,349,3536100,149.58,192000000000.0,54400.0
Singapore2010,Singapore,2010,296,3576800,129.23000000000002,236000000000.0,66100.0
Singapore2011,Singapore,2011,308,3600900,116.96,276000000000.0,76600.0
Singapore2012,Singapore,2012,392,3631600,141.61999999999998,291000000000.0,80000.0
Singapore2013,Singapore,2013,357,3661456,137.87,304000000000.0,83200.0
Singapore2014,Singapore,2014,355,3689370,131.78,312000000000.0,84400.0
Singapore2015,Singapore,2015,329,3719115,109.28999999999998,304000000000.0,81800.0
Slovakia1992,Slovakia,1992,796,4909228,214.23000000000002,15400000000.0,3143.0
Slovakia1993,Slovakia,1993,738,4935260,195.33999999999997,16500000000.0,3334.0
Slovakia1994,Slovakia,1994,691,4974858,185.04000000000005,20100000000.0,4036.0
Slovakia1995,Slovakia,1995,735,5005232,198.69999999999993,25700000000.0,5141.0
Slovakia1996,Slovakia,1996,672,5032436,174.50000000000006,27800000000.0,5529.0
Slovakia1997,Slovakia,1997,630,5058389,164.10000000000002,27700000000.0,5468.0
Slovakia1998,Slovakia,1998,673,5081100,161.84,29800000000.0,5871.0
Slovakia1999,Slovakia,1999,692,5098200,172.08,30400000000.0,5966.0
Slovakia2000,Slovakia,2000,729,5111813,180.08,29100000000.0,5696.0
Slovakia2001,Slovakia,2001,692,5100256,171.88,30700000000.0,6020.0
Slovakia2002,Slovakia,2002,717,5107584,191.77,35100000000.0,6869.0
Slovakia2003,Slovakia,2003,753,5113982,169.16000000000003,46700000000.0,9138.0
Slovakia2004,Slovakia,2004,676,5121210,150.89999999999998,57200000000.0,11177.0
Slovakia2005,Slovakia,2005,679,5126946,165.37,62700000000.0,12229.0
Slovakia2006,Slovakia,2006,0,5129369,0.0,70600000000.0,13763.0
Slovakia2007,Slovakia,2007,0,5132660,0.0,86300000000.0,16815.0
Slovakia2008,Slovakia,2008,591,5137067,134.20000000000002,100000000000.0,19500.0
Slovakia2009,Slovakia,2009,601,5141744,139.08,88900000000.0,17299.0
Slovakia2010,Slovakia,2010,631,5147562,143.68,89500000000.0,17387.0
Slovakia2012,Slovakia,2012,571,5116922,129.48000000000002,93400000000.0,18256.0
Slovakia2013,Slovakia,2013,616,5122209,143.90999999999997,98500000000.0,19226.0
Slovakia2014,Slovakia,2014,554,5129686,132.82000000000002,101000000000.0,19700.0
Slovenia1995,Slovenia,1995,564,1884000,393.87000000000006,21300000000.0,11291.0
Slovenia1996,Slovenia,1996,607,1893100,421.1099999999999,21500000000.0,11346.0
Slovenia1997,Slovenia,1997,593,1883900,410.09999999999997,20700000000.0,11014.0
Slovenia1998,Slovenia,1998,612,1880300,413.59999999999997,22100000000.0,11767.0
Slovenia1999,Slovenia,1999,590,1884400,393.35999999999996,22700000000.0,12041.0
Slovenia2000,Slovenia,2000,588,1886483,404.12000000000006,20300000000.0,10783.0
Slovenia2001,Slovenia,2001,581,1901330,423.4,20900000000.0,10979.0
Slovenia2002,Slovenia,2002,540,1906124,354.3,23600000000.0,12362.0
Slovenia2003,Slovenia,2003,562,1907589,376.56000000000006,29700000000.0,15568.0
Slovenia2004,Slovenia,2004,512,1907862,298.4799999999999,34500000000.0,18067.0
Slovenia2005,Slovenia,2005,503,1911817,337.41,36300000000.0,19012.0
Slovenia2006,Slovenia,2006,529,1918570,347.87,39600000000.0,20634.0
Slovenia2007,Slovenia,2007,434,1927332,291.44999999999993,48100000000.0,24964.0
Slovenia2008,Slovenia,2008,408,1943758,263.09,55600000000.0,28599.0
Slovenia2009,Slovenia,2009,447,1942037,268.71000000000004,50200000000.0,25872.0
Slovenia2010,Slovenia,2010,414,1944774,265.59,48000000000.0,24689.0
Slovenia2011,Slovenia,2011,435,1944561,281.65999999999997,51300000000.0,26377.0
Slovenia2012,Slovenia,2012,440,1945988,279.74,46400000000.0,23820.0
Slovenia2013,Slovenia,2013,446,1948276,283.0199999999999,48100000000.0,24697.0
Slovenia2014,Slovenia,2014,388,1951786,240.36999999999998,49900000000.0,25569.0
Slovenia2015,Slovenia,2015,422,1954632,264.81,43100000000.0,22036.0
South Africa1996,South Africa,1996,143,37773652,8.03,148000000000.0,3910.0
South Africa1997,South Africa,1997,104,38528157,4.95,153000000000.0,3960.0
South Africa1998,South Africa,1998,180,39232468,7.699999999999999,138000000000.0,3510.0
South Africa1999,South Africa,1999,279,39907560,10.87,137000000000.0,3420.0
South Africa2000,South Africa,2000,267,40568559,9.54,136000000000.0,3360.0
South Africa2001,South Africa,2001,384,41185599,12.43,122000000000.0,2950.0
South Africa2002,South Africa,2002,236,41803868,6.9799999999999995,116000000000.0,2770.0
South Africa2003,South Africa,2003,256,42415309,9.240000000000002,175000000000.0,4130.0
South Africa2004,South Africa,2004,383,43005874,12.63,229000000000.0,5320.0
South Africa2005,South Africa,2005,458,43566107,15.29,258000000000.0,5910.0
South Africa2006,South Africa,2006,514,44079057,17.919999999999998,272000000000.0,6170.0
South Africa2007,South Africa,2007,417,44577435,12.12,299000000000.0,6710.0
South Africa2008,South Africa,2008,441,43680586,14.139999999999999,287000000000.0,6570.0
South Africa2009,South Africa,2009,372,45607048,10.709999999999999,297000000000.0,6520.0
South Africa2010,South Africa,2010,393,46176200,13.09,375000000000.0,8130.0
South Africa2011,South Africa,2011,358,46806739,9.309999999999999,417000000000.0,8910.0
South Africa2012,South Africa,2012,487,47484256,13.56,396000000000.0,8350.0
South Africa2013,South Africa,2013,587,48192699,14.9,367000000000.0,7610.0
South Africa2014,South Africa,2014,580,48912129,15.079999999999998,351000000000.0,7170.0
South Africa2015,South Africa,2015,482,49627460,13.000000000000002,318000000000.0,6400.0
Spain1985,Spain,1985,2514,35997000,114.93,180000000000.0,5010.0
Spain1986,Spain,1986,2755,36223000,119.83000000000001,251000000000.0,6920.0
Spain1987,Spain,1987,2804,36425700,122.13999999999999,318000000000.0,8730.0
Spain1988,Spain,1988,2960,36597300,127.28,375000000000.0,10300.0
Spain1989,Spain,1989,2987,36740400,126.49,414000000000.0,11300.0
Spain1990,Spain,1990,2939,36861400,129.24,535000000000.0,14500.0
Spain1991,Spain,1991,2916,36958100,121.84000000000002,576000000000.0,15600.0
Spain1992,Spain,1992,2786,37000900,119.00999999999998,629000000000.0,17000.0
Spain1993,Spain,1993,3037,37122100,120.85,524000000000.0,14100.0
Spain1994,Spain,1994,3171,37203100,124.32000000000001,529000000000.0,14200.0
Spain1995,Spain,1995,3157,37275300,123.81,613000000000.0,16400.0
Spain1996,Spain,1996,3320,37341200,126.53,641000000000.0,17200.0
Spain1997,Spain,1997,3373,37405000,131.32,589000000000.0,15700.0
Spain1998,Spain,1998,3261,37458900,124.04,617000000000.0,16500.0
Spain1999,Spain,1999,3220,37789271,119.08,633000000000.0,16800.0
Spain2000,Spain,2000,3394,38319996,122.21000000000002,595000000000.0,15500.0
Spain2001,Spain,2001,3189,38713504,112.4,626000000000.0,16200.0
Spain2002,Spain,2002,3372,39340611,115.64,705000000000.0,17900.0
Spain2003,Spain,2003,3478,39947556,116.48999999999997,907000000000.0,22700.0
Spain2004,Spain,2004,3508,40555823,112.63000000000001,1070000000000.0,26400.0
Spain2005,Spain,2005,3399,41195479,107.66,1160000000000.0,28100.0
Spain2006,Spain,2006,3247,41808848,99.86999999999999,1260000000000.0,30200.0
Spain2007,Spain,2007,3264,42547327,98.94999999999997,1480000000000.0,34800.0
Spain2008,Spain,2008,3457,43199484,98.51999999999998,1640000000000.0,37800.0
Spain2009,Spain,2009,3429,43490086,98.01999999999998,1500000000000.0,34500.0
Spain2010,Spain,2010,3158,43595356,87.44,1430000000000.0,32800.0
Spain2011,Spain,2011,3180,43642571,88.58999999999999,1490000000000.0,34100.0
Spain2012,Spain,2012,3539,44318859,96.88,1340000000000.0,30100.0
Spain2013,Spain,2013,3873,44227625,101.31999999999998,1360000000000.0,30800.0
Spain2014,Spain,2014,3911,44172771,104.35000000000002,1380000000000.0,31200.0
Spain2015,Spain,2015,3604,44186528,97.38000000000002,1200000000000.0,27100.0
Sri Lanka1985,Sri Lanka,1985,5668,13857000,558.7200000000001,5980000000.0,431.0
Sri Lanka1986,Sri Lanka,1986,5345,14101400,529.8000000000002,6410000000.0,454.0
Sri Lanka1996,Sri Lanka,1996,4898,16654427,395.71000000000004,13900000000.0,834.0
Sri Lanka1997,Sri Lanka,1997,5887,16775409,472.09999999999997,15100000000.0,900.0
Sri Lanka1998,Sri Lanka,1998,5518,16897691,451.15000000000003,15800000000.0,935.0
Sri Lanka1999,Sri Lanka,1999,5619,17020287,445.23999999999995,15700000000.0,920.0
Sri Lanka2000,Sri Lanka,2000,5252,17140342,427.2900000000001,16300000000.0,953.0
Sri Lanka2001,Sri Lanka,2001,4590,17266961,358.06,15700000000.0,912.0
Sri Lanka2002,Sri Lanka,2002,4382,17395955,339.41,16500000000.0,951.0
Sri Lanka2003,Sri Lanka,2003,4467,17524596,352.75000000000006,18900000000.0,1077.0
Sri Lanka2006,Sri Lanka,2006,4015,17891558,328.7300000000001,28300000000.0,1580.0
Suriname1985,Suriname,1985,80,322700,470.84000000000003,873000000.0,2706.0
Suriname1986,Suriname,1986,42,326294,211.99,891000000.0,2731.0
Suriname1987,Suriname,1987,52,332013,251.69999999999996,980000000.0,2951.0
Suriname1988,Suriname,1988,49,339611,209.72000000000006,1160000000.0,3418.0
Suriname1989,Suriname,1989,53,347723,212.11999999999998,543000000.0,1560.0
Suriname1990,Suriname,1990,26,348700,214.09,388000000.0,1114.0
Suriname1991,Suriname,1991,57,363079,215.46,448000000.0,1235.0
Suriname1992,Suriname,1992,48,370194,137.96,405000000.0,1093.0
Suriname1995,Suriname,1995,55,389414,182.52,694000000.0,1782.0
Suriname1996,Suriname,1996,21,395805,84.27000000000001,861000000.0,2174.0
Suriname1997,Suriname,1997,32,401814,115.69,930000000.0,2314.0
Suriname1998,Suriname,1998,29,407606,101.95,945000000.0,2318.0
Suriname1999,Suriname,1999,49,413303,216.70000000000002,885000000.0,2142.0
Suriname2000,Suriname,2000,52,419001,127.92999999999999,892000000.0,2129.0
Suriname2001,Suriname,2001,72,424515,218.09,763000000.0,1798.0
Suriname2002,Suriname,2002,69,430176,214.23000000000002,1080000000.0,2507.0
Suriname2003,Suriname,2003,77,435946,245.99999999999997,1270000000.0,2916.0
Suriname2004,Suriname,2004,67,441717,202.10000000000002,1480000000.0,3360.0
Suriname2005,Suriname,2005,72,447445,211.17,1790000000.0,4009.0
Suriname2006,Suriname,2006,112,453293,298.26,2630000000.0,5794.0
Suriname2007,Suriname,2007,119,459086,356.14000000000004,2940000000.0,6397.0
Suriname2008,Suriname,2008,147,464789,416.81999999999994,3530000000.0,7601.0
Suriname2009,Suriname,2009,131,470448,369.71000000000004,3880000000.0,8238.0
Suriname2010,Suriname,2010,136,476052,425.3,4370000000.0,9176.0
Suriname2011,Suriname,2011,127,481521,353.31000000000006,4420000000.0,9184.0
Suriname2012,Suriname,2012,133,486964,454.11,4980000000.0,10227.0
Suriname2013,Suriname,2013,131,492359,286.79999999999995,5150000000.0,10451.0
Suriname2014,Suriname,2014,128,497701,357.34,5240000000.0,10530.0
Sweden1987,Sweden,1987,1541,7909000,230.91,180000000000.0,22800.0
Sweden1988,Sweden,1988,1590,7930900,231.67,204000000000.0,25700.0
Sweden1989,Sweden,1989,1579,7964800,238.33999999999995,215000000000.0,27000.0
Sweden1990,Sweden,1990,1471,8005700,222.05000000000004,258000000000.0,32200.0
Sweden1991,Sweden,1991,1483,8041100,217.54000000000002,270000000000.0,33600.0
Sweden1992,Sweden,1992,1355,8073200,200.77999999999997,280000000000.0,34700.0
Sweden1993,Sweden,1993,1373,8112500,200.97000000000003,210000000000.0,25900.0
Sweden1994,Sweden,1994,1324,8174100,195.69000000000003,226000000000.0,27700.0
Sweden1995,Sweden,1995,1348,8233000,191.72,264000000000.0,32100.0
Sweden1996,Sweden,1996,1253,8274300,178.24000000000004,288000000000.0,34800.0
Sweden1997,Sweden,1997,1201,8311300,167.19000000000003,264000000000.0,31800.0
Sweden1998,Sweden,1998,1231,8346300,175.8,267000000000.0,32000.0
Sweden1999,Sweden,1999,1220,8378013,172.64,271000000000.0,32300.0
Sweden2000,Sweden,2000,1131,8409008,162.50000000000003,260000000000.0,30900.0
Sweden2001,Sweden,2001,1197,8439317,167.49000000000004,240000000000.0,28400.0
Sweden2002,Sweden,2002,1180,8465828,162.71,264000000000.0,31200.0
Sweden2003,Sweden,2003,1112,8490539,153.41,331000000000.0,39000.0
Sweden2004,Sweden,2004,1155,8514314,157.41000000000003,382000000000.0,44800.0
Sweden2005,Sweden,2005,1219,8538624,164.61999999999995,389000000000.0,45600.0
Sweden2006,Sweden,2006,1197,8576044,160.76,420000000000.0,49000.0
Sweden2007,Sweden,2007,1126,8629159,147.38999999999996,488000000000.0,56500.0
Sweden2008,Sweden,2008,1170,8688504,155.68,514000000000.0,59200.0
Sweden2009,Sweden,2009,1242,8755922,160.4,430000000000.0,49100.0
Sweden2010,Sweden,2010,1141,8823125,146.54000000000002,488000000000.0,55400.0
Sweden2011,Sweden,2011,1112,8884644,141.77,563000000000.0,63400.0
Sweden2012,Sweden,2012,1154,8948909,148.10999999999999,544000000000.0,60800.0
Sweden2013,Sweden,2013,1230,9024081,158.20000000000005,579000000000.0,64100.0
Sweden2014,Sweden,2014,1148,9114524,149.04999999999998,574000000000.0,63000.0
Sweden2015,Sweden,2015,1182,9114524,149.29999999999998,498000000000.0,54600.0
Sweden2016,Sweden,2016,1130,8125852,138.84000000000003,514000000000.0,55600.0
Switzerland1995,Switzerland,1995,1419,6617500,283.07000000000005,343000000000.0,51800.0
Switzerland1996,Switzerland,1996,1432,6652200,279.89,330000000000.0,49600.0
Switzerland1997,Switzerland,1997,1341,6675200,266.77,287000000000.0,42900.0
Switzerland1998,Switzerland,1998,1371,6725167,273.41999999999996,295000000000.0,43900.0
Switzerland1999,Switzerland,1999,1296,6764328,251.98,290000000000.0,42900.0
Switzerland2000,Switzerland,2000,1380,6809589,266.2,272000000000.0,40000.0
Switzerland2001,Switzerland,2001,1338,6865842,261.69,279000000000.0,40600.0
Switzerland2002,Switzerland,2002,1446,6942010,273.70000000000005,301000000000.0,43400.0
Switzerland2003,Switzerland,2003,1269,6969293,242.66000000000003,353000000000.0,50600.0
Switzerland2004,Switzerland,2004,1284,7023166,242.27000000000004,394000000000.0,56100.0
Switzerland2005,Switzerland,2005,1299,7071991,246.19,409000000000.0,57800.0
Switzerland2006,Switzerland,2006,1309,7118477,241.62999999999997,431000000000.0,60500.0
